order_id,product_id,customer_id,price,order_date,shipping_date,quantity,payment_method_id,country_id,discount_amount
4130614,313802,217190,39.79,2024-03-12,2024-03-13,1,3,7,1.87
1595142,492904,235290,19.9,2024-01-13,2024-01-16,3,4,6,8.62
3012593,381632,242196,19.46,2024-05-22,2024-05-28,1,2,3,9.91
7174049,328815,275797,18.39,2024-06-09,2024-06-12,2,5,4,5.94
5182051,674253,217889,41.76,2024-05-30,2024-06-06,3,4,5,8.56
4554664,938521,229645,68.9,2024-01-21,2024-01-26,2,3,6,0.71
1236611,328815,258299,34.02,2024-03-30,2024-04-04,1,5,1,4.67
8996225,140937,243101,57.78,2024-06-21,2024-06-27,3,4,7,6.87
8033864,674253,267364,40.87,2024-05-28,2024-06-01,1,3,4,2.25
4890705,313802,214781,22.58,2024-03-30,2024-04-06,1,5,1,7.88
1066242,381632,268390,28.94,2024-01-03,2024-01-05,1,3,1,6.39
7264088,562958,255729,17.05,2024-08-16,2024-08-20,1,3,4,7.89
6092337,492904,275021,16.0,2024-03-01,2024-03-06,1,4,5,0.01
9705547,140937,293476,37.98,2024-01-03,2024-01-07,3,1,6,8.62
2118735,360610,274755,50.94,2024-04-09,2024-04-12,1,3,2,1.26
5797922,492904,254654,26.3,2024-02-13,2024-02-16,1,2,3,3.13
2276718,140937,264295,70.76,2024-06-23,2024-06-28,1,5,6,9.65
8209474,562958,254070,25.8,2024-09-30,2024-10-07,1,1,7,9.13
7884797,492904,241431,23.01,2024-04-05,2024-04-10,2,4,5,4.03
9358304,313802,232238,43.86,2024-04-29,2024-05-03,1,3,3,4.58
4309920,938521,264633,54.44,2024-06-03,2024-06-07,3,5,4,8.02
2492365,328815,260236,33.11,2024-01-28,2024-01-31,1,2,4,1.26
8378452,547239,256341,28.46,2024-04-28,2024-05-05,3,5,2,8.81
1323494,492904,217208,23.88,2024-03-31,2024-04-02,1,3,6,7.18
7304636,307937,201856,58.49,2024-02-22,2024-02-28,1,2,4,1.23
5494285,547239,247723,31.76,2024-01-17,2024-01-19,3,3,7,0.69
7916255,176588,236316,27.58,2024-04-23,2024-04-28,3,3,1,3.85
6629574,512461,210119,12.07,2024-01-05,2024-01-09,3,1,1,4.5
5337154,381632,227931,22.33,2024-05-09,2024-05-11,3,2,4,7.26
4136583,363028,268653,51.93,2024-03-17,2024-03-24,2,2,1,6.1
6215682,313802,212511,24.22,2024-07-07,2024-07-14,2,5,3,8.29
7263631,938521,260777,53.28,2024-02-27,2024-03-02,1,2,3,2.8
7118649,360610,242099,36.98,2024-05-05,2024-05-06,2,1,7,8.46
2734565,140937,261116,40.95,2024-11-04,2024-11-07,2,1,4,7.26
3151961,328815,276128,24.43,2024-02-08,2024-02-14,1,1,4,9.71
2701109,938521,203820,69.42,2024-03-24,2024-03-28,1,3,1,6.02
5493092,547239,274290,28.44,2024-04-29,2024-05-05,2,1,7,2.22
7647507,140937,285239,55.27,2024-07-08,2024-07-15,1,4,4,7.17
9496843,674253,202229,25.69,2024-07-31,2024-08-04,2,1,6,8.74
4806098,492904,270197,22.77,2024-02-22,2024-02-26,1,1,2,6.87
4453028,363028,241524,61.85,2024-01-06,2024-01-12,1,5,6,5.9
9787362,307937,261870,35.85,2024-02-28,2024-03-06,1,4,1,1.12
2989859,938521,296972,40.15,2024-03-16,2024-03-23,1,3,6,9.23
6443277,363028,222392,76.09,2024-04-06,2024-04-12,1,3,7,7.26
7372088,492904,264307,28.9,2024-05-28,2024-05-30,1,4,7,3.45
8078632,938521,283403,35.89,2024-02-12,2024-02-16,1,1,7,9.23
8408278,492904,252522,22.71,2024-04-04,2024-04-05,2,1,3,4.12
8392916,307937,286157,56.35,2024-06-08,2024-06-10,2,2,1,9.2
8862969,360610,216502,76.21,2024-01-06,2024-01-11,1,1,7,2.87
6504962,140937,243512,49.19,2024-03-31,2024-04-05,1,4,5,0.14
4851506,360610,269695,65.39,2024-05-18,2024-05-21,1,3,3,6.95
1343596,562958,226813,25.67,2024-02-03,2024-02-10,1,2,5,4.05
1029556,307937,215160,62.34,2024-03-24,2024-03-25,1,4,2,2.9
9592034,313802,223331,36.14,2024-03-18,2024-03-25,1,3,5,7.15
3395086,313802,260106,39.38,2024-02-09,2024-02-16,1,2,2,2.25
6711745,381632,233444,28.65,2024-08-16,2024-08-20,1,5,7,8.14
4454416,674253,276015,43.91,2024-06-13,2024-06-14,1,5,3,0.39
1574476,140937,214304,37.59,2024-08-16,2024-08-21,1,2,7,1.76
2040020,176588,250586,46.97,2024-03-01,2024-03-05,1,1,3,4.35
8682800,938521,248989,30.8,2024-01-03,2024-01-04,1,4,4,0.17
7344144,924197,213068,67.41,2024-02-19,2024-02-25,1,4,6,9.15
5360011,313802,242373,43.61,2024-03-20,2024-03-22,1,2,4,3.34
9004712,363028,261320,84.08,2024-10-15,2024-10-19,1,3,7,2.67
9621361,381632,272747,16.2,2024-06-24,2024-07-01,1,4,2,5.56
2678680,381632,211892,19.95,2024-02-11,2024-02-17,1,3,4,8.05
4452938,363028,235890,40.75,2024-08-13,2024-08-15,1,4,6,4.91
9801759,492904,243827,24.04,2024-02-18,2024-02-19,1,3,4,2.02
5368594,938521,286452,39.8,2024-04-06,2024-04-10,2,2,6,1.92
9494331,381632,277527,17.06,2024-04-28,2024-05-05,3,5,4,2.96
2202172,674253,217208,57.08,2024-03-28,2024-03-31,1,5,2,2.96
4198833,363028,264257,68.63,2024-05-03,2024-05-06,1,1,3,3.78
3643915,363028,281048,82.58,2024-05-24,2024-05-29,2,4,4,9.13
3790839,938521,299120,49.82,2024-02-25,2024-03-02,1,3,4,2.78
8133398,674253,291476,46.76,2024-01-15,2024-01-19,1,3,6,0.54
5728191,492904,275183,26.77,2024-03-04,2024-03-10,1,3,1,9.74
4304093,492904,268311,19.18,2024-01-08,2024-01-09,1,4,1,1.18
8458738,381632,272985,22.25,2024-05-29,2024-06-05,1,1,4,1.63
4733019,328815,270157,22.55,2024-01-03,2024-01-06,1,2,1,8.7
1743411,360610,274372,84.74,2024-02-15,2024-02-22,2,1,1,3.06
4240981,363028,224527,81.26,2024-08-16,2024-08-22,1,1,1,6.37
6723689,547239,218411,34.07,2024-09-05,2024-09-12,2,4,6,5.07
2138581,492904,221380,15.77,2024-04-11,2024-04-16,1,1,4,2.95
2956701,674253,281045,53.04,2025-05-01,2025-05-05,1,1,4,6.39
8197430,562958,248989,30.32,2024-04-10,2024-04-13,1,1,3,2.74
2223776,924197,212998,37.58,2024-01-14,2024-01-20,1,4,1,7.94
6722536,562958,292196,30.42,2024-11-29,2024-12-05,1,4,4,1.9
6018569,938521,214571,37.68,2024-09-29,2024-10-06,1,3,4,5.23
5123880,363028,239742,46.82,2024-05-07,2024-05-11,3,4,1,9.87
6902100,176588,258299,42.29,2024-03-15,2024-03-22,1,5,7,0.43
6659746,512461,214724,26.61,2024-06-22,2024-06-27,1,2,1,6.28
1609130,313802,249735,36.01,2024-09-19,2024-09-20,1,3,1,9.98
1659541,512461,241524,14.65,2024-01-02,2024-01-07,3,4,1,4.15
6133772,492904,243827,17.83,2024-04-15,2024-04-16,1,2,5,9.74
4396501,313802,280659,30.89,2024-08-30,2024-09-01,1,3,7,4.42
5010630,140937,225542,77.29,2024-11-26,2024-12-02,1,1,5,3.5
8146441,492904,289603,28.47,2024-02-28,2024-03-05,1,5,1,2.34
4661398,492904,282074,16.44,2024-01-26,2024-01-29,1,2,7,0.34
3098060,512461,293652,21.99,2025-04-17,2025-04-19,1,3,6,4.93
2951341,328815,209311,26.87,2024-06-29,2024-07-05,1,4,5,8.19
2646412,360610,208154,48.57,2024-01-17,2024-01-18,2,4,7,7.27
4673093,140937,261337,41.61,2024-05-02,2024-05-06,1,2,6,5.75
4239634,924197,229872,37.0,2024-02-23,2024-02-24,2,2,7,4.2
1683074,363028,212547,69.37,2025-03-06,2025-03-13,1,4,6,2.29
9949841,924197,227439,38.41,2024-01-13,2024-01-19,2,3,7,0.12
4209566,924197,235364,70.2,2024-03-13,2024-03-19,1,5,7,3.75
2873497,313802,222301,25.79,2024-02-21,2024-02-28,1,4,7,7.72
7492911,176588,229159,35.73,2024-02-24,2024-02-25,1,4,2,9.15
5004525,328815,257282,24.05,2024-02-08,2024-02-12,3,1,1,6.15
2858564,547239,260840,23.36,2024-02-20,2024-02-22,2,4,5,2.83
4099276,938521,275194,44.21,2024-02-01,2024-02-07,1,3,6,0.62
1495229,363028,270729,56.01,2024-02-14,2024-02-17,1,3,1,6.82
1467816,547239,269210,22.18,2025-03-13,2025-03-14,1,2,3,8.13
8409744,360610,258778,79.58,2024-03-05,2024-03-06,1,3,3,9.64
7995392,307937,272682,60.67,2024-06-11,2024-06-14,1,5,6,5.72
1061667,674253,209597,53.81,2024-01-17,2024-01-24,1,1,6,8.66
8713201,176588,261196,31.32,2024-02-13,2024-02-14,1,1,3,5.75
2206367,938521,290602,64.87,2024-02-18,2024-02-21,1,5,2,3.31
4514176,938521,205950,43.09,2024-01-28,2024-01-31,1,2,5,7.68
9380479,924197,278741,62.56,2024-04-13,2024-04-16,1,3,5,4.75
9407352,938521,202152,53.72,2024-01-30,2024-02-03,1,5,6,2.88
7865870,176588,261320,45.29,2024-03-03,2024-03-05,2,2,3,8.71
9576633,492904,280592,28.83,2024-03-11,2024-03-13,1,3,5,6.34
6056293,176588,203016,23.9,2024-01-23,2024-01-28,1,3,6,0.96
8517185,360610,269348,50.24,2024-03-12,2024-03-16,1,5,4,3.85
8928290,674253,287324,50.36,2024-01-06,2024-01-11,1,1,4,7.19
3839802,492904,277531,17.05,2024-02-22,2024-02-28,1,2,6,3.18
8609508,938521,232030,58.01,2024-01-16,2024-01-23,1,4,6,7.24
8932568,938521,218262,44.61,2024-04-18,2024-04-20,1,4,3,1.66
3473500,924197,261401,76.49,2024-04-14,2024-04-16,1,4,6,5.89
6699117,492904,245826,20.2,2024-05-01,2024-05-03,1,4,6,1.44
9099636,674253,262314,47.46,2024-01-02,2024-01-03,2,2,2,7.58
8643711,674253,273322,44.8,2024-01-21,2024-01-26,1,4,3,0.43
4780081,307937,268619,41.36,2024-02-09,2024-02-16,3,4,3,1.22
3111912,140937,207987,55.35,2024-01-25,2024-01-29,1,1,3,9.87
8228146,562958,261196,27.07,2024-03-01,2024-03-06,2,5,7,3.48
4143846,360610,210119,51.19,2024-03-17,2024-03-23,2,5,1,6.25
5332292,512461,236551,25.17,2024-02-09,2024-02-11,3,4,5,2.46
2973261,562958,296022,17.89,2024-02-06,2024-02-10,2,3,3,8.65
4186134,360610,232840,45.75,2024-02-03,2024-02-08,3,3,6,0.38
2784928,360610,243440,44.29,2024-01-11,2024-01-13,1,2,3,7.55
6021430,512461,288695,12.63,2024-06-23,2024-06-25,1,5,5,9.76
9624805,938521,262873,54.99,2024-03-16,2024-03-20,1,5,1,8.64
3392428,360610,203958,41.31,2024-01-29,2024-02-04,1,3,3,1.14
2035412,363028,218734,82.02,2024-03-04,2024-03-07,2,5,7,4.52
3765559,512461,200264,21.95,2024-03-16,2024-03-20,3,5,7,4.79
8269359,562958,209188,33.04,2025-03-16,2025-03-19,2,1,2,5.74
6995504,512461,257144,18.9,2024-12-14,2024-12-20,2,3,6,9.54
7439849,328815,289270,15.98,2024-04-27,2024-04-28,1,5,7,4.16
2833084,176588,243537,32.18,2024-05-16,2024-05-23,1,2,3,3.34
5920274,924197,222729,36.86,2024-02-07,2024-02-11,3,1,6,9.36
7008011,140937,250852,73.62,2024-02-09,2024-02-12,1,4,7,7.94
2618882,674253,287418,42.68,2024-01-13,2024-01-19,1,2,5,9.8
9676231,307937,237615,67.59,2024-02-12,2024-02-17,1,3,3,0.07
4822593,924197,227854,54.7,2024-03-19,2024-03-21,1,5,5,4.59
1819964,938521,273372,60.38,2024-03-23,2024-03-24,1,5,3,3.64
8848352,328815,277527,26.22,2024-06-14,2024-06-18,1,2,4,9.4
5293911,674253,224083,39.49,2024-01-25,2024-01-28,1,5,6,0.72
5324952,176588,209311,32.84,2024-01-21,2024-01-26,1,1,1,4.49
9597868,360610,275495,71.37,2024-01-16,2024-01-19,1,3,3,1.85
4586047,924197,284140,68.59,2024-04-27,2024-05-03,1,4,5,0.31
5413444,562958,296972,22.2,2024-04-21,2024-04-25,1,2,7,9.96
4760594,363028,240651,80.58,2024-01-26,2024-02-01,3,2,4,4.67
3580095,924197,285927,84.07,2024-01-11,2024-01-14,2,2,5,1.31
8518597,360610,220051,58.22,2024-01-29,2024-02-02,1,3,6,1.66
9008921,176588,282685,44.81,2024-02-11,2024-02-18,2,1,5,3.51
9532307,176588,219288,20.7,2024-09-11,2024-09-14,1,3,2,1.61
9887942,313802,267364,29.64,2024-04-02,2024-04-04,2,3,7,4.69
9197270,360610,254439,72.7,2024-05-11,2024-05-15,1,2,6,6.68
9290715,381632,290090,34.16,2025-04-13,2025-04-20,1,2,4,6.84
8408022,176588,253376,38.53,2024-01-07,2024-01-11,1,3,2,4.94
9562205,938521,270334,52.62,2024-07-01,2024-07-02,1,1,6,0.9
3704964,674253,264317,57.31,2024-10-09,2024-10-11,1,1,1,0.09
8651600,938521,263593,44.16,2024-03-08,2024-03-12,1,2,4,8.57
6837707,313802,226022,36.68,2024-02-07,2024-02-12,3,4,4,6.04
2974749,562958,215227,31.33,2024-03-29,2024-04-01,1,1,4,6.89
1255693,562958,290698,25.4,2024-03-02,2024-03-07,1,4,4,2.32
4135169,363028,296015,44.8,2025-03-21,2025-03-24,2,1,1,8.11
9055161,363028,286452,60.08,2024-02-07,2024-02-13,1,4,6,9.42
7972977,938521,225095,38.22,2024-02-08,2024-02-11,1,2,3,3.43
7016909,924197,208289,58.73,2024-02-04,2024-02-05,1,1,1,3.59
8159325,512461,276295,14.74,2024-06-22,2024-06-29,1,1,5,2.1
2752566,307937,232645,34.69,2024-04-19,2024-04-25,1,3,4,2.94
4954223,512461,205886,13.83,2024-01-21,2024-01-25,1,2,2,0.33
9110283,547239,208898,23.09,2024-07-02,2024-07-05,1,5,6,3.3
7405487,924197,218695,39.14,2024-02-26,2024-02-27,1,4,1,7.14
7453880,492904,271798,19.37,2024-07-12,2024-07-17,1,4,6,5.34
6313392,363028,245160,68.48,2024-01-01,2024-01-08,1,4,5,9.12
2016551,938521,223370,39.97,2024-04-19,2024-04-25,1,5,7,6.59
5277974,360610,287418,61.03,2024-08-03,2024-08-10,1,3,7,7.82
6911756,674253,219421,49.31,2024-12-12,2024-12-18,1,4,4,3.15
1574524,381632,296921,16.66,2024-01-08,2024-01-09,1,4,4,7.39
4716627,176588,204080,34.01,2024-01-11,2024-01-16,1,1,3,4.81
9396777,328815,270152,25.63,2024-03-27,2024-04-02,1,1,2,2.5
4486655,924197,271765,84.44,2024-03-24,2024-03-28,1,5,1,9.45
6643688,492904,263105,21.5,2024-09-19,2024-09-26,1,3,6,6.61
5584291,363028,297109,61.76,2024-04-07,2024-04-10,2,2,1,9.19
9092288,313802,289125,39.38,2024-02-02,2024-02-09,1,5,7,8.28
8405887,938521,253848,35.29,2024-03-07,2024-03-14,3,2,5,4.54
4521293,360610,245160,71.43,2024-03-09,2024-03-11,2,1,2,2.95
5508971,924197,210288,70.26,2024-05-18,2024-05-23,1,5,5,6.37
1163687,924197,262954,50.01,2024-03-14,2024-03-21,1,2,5,1.69
2211692,381632,296024,33.47,2024-02-05,2024-02-08,1,5,1,0.22
9859120,140937,257313,55.54,2024-04-09,2024-04-11,2,5,7,8.01
6161606,381632,233897,24.87,2024-01-10,2024-01-16,1,5,1,8.52
1794520,562958,271195,18.62,2024-01-07,2024-01-09,1,1,3,8.68
4223486,492904,243341,27.32,2024-02-07,2024-02-12,1,5,6,1.92
9698058,547239,239162,20.06,2024-02-10,2024-02-13,2,3,6,2.92
6727092,307937,214304,50.06,2024-02-23,2024-02-29,1,4,6,2.22
4348373,512461,214460,18.0,2024-01-01,2024-01-08,1,5,6,5.67
9470885,492904,269467,15.7,2024-01-08,2024-01-14,1,4,1,1.73
8915385,512461,261674,13.74,2026-02-15,2026-02-22,1,5,5,1.6
2292724,674253,268619,36.47,2024-01-11,2024-01-17,1,2,4,6.25
8977320,562958,223920,19.2,2024-02-12,2024-02-18,1,4,6,8.99
6723991,328815,271786,20.77,2024-03-13,2024-03-20,2,1,1,1.42
7182204,307937,257652,38.66,2024-06-28,2024-06-30,2,5,2,7.33
2417534,140937,222495,66.14,2024-02-27,2024-03-04,1,1,1,1.19
1052971,492904,232129,27.41,2024-02-21,2024-02-22,1,4,5,1.87
3082864,176588,202368,26.61,2024-01-23,2024-01-29,1,4,2,5.31
4609556,307937,294217,41.12,2024-03-15,2024-03-21,3,5,6,8.91
3113526,360610,269738,38.52,2025-02-26,2025-02-27,1,2,5,7.43
4354655,512461,293553,20.01,2024-02-28,2024-03-02,1,3,6,5.78
7363438,140937,295918,72.39,2024-05-15,2024-05-22,1,5,6,9.89
6803351,562958,260236,22.29,2024-02-19,2024-02-23,1,3,1,1.98
1333052,328815,296101,29.32,2024-07-03,2024-07-04,2,2,6,3.58
7489326,674253,275021,25.9,2024-01-28,2024-02-02,1,2,2,5.64
3415691,328815,261337,30.17,2024-02-15,2024-02-18,1,2,5,2.81
5321753,313802,270157,20.81,2024-01-21,2024-01-27,1,2,5,5.31
5809476,328815,276067,29.35,2024-01-11,2024-01-13,2,2,5,4.28
8391880,492904,261893,21.28,2024-08-23,2024-08-24,1,5,7,4.0
3910028,512461,274566,24.88,2024-10-08,2024-10-11,1,1,3,0.84
7150002,313802,238994,25.5,2024-05-04,2024-05-07,1,2,5,6.3
7848784,492904,285019,26.78,2024-04-17,2024-04-23,1,4,1,5.23
8930319,360610,293341,72.16,2024-06-24,2024-06-28,1,4,6,6.53
4405082,313802,281116,40.71,2024-06-21,2024-06-23,1,4,4,1.23
1370527,492904,270729,28.64,2024-01-15,2024-01-17,1,4,4,7.02
4255770,363028,259151,81.6,2024-01-05,2024-01-07,2,3,5,4.05
5528299,381632,202152,20.62,2024-04-10,2024-04-17,2,1,4,6.57
2438284,512461,293502,13.81,2024-01-07,2024-01-12,1,2,4,6.42
3995319,924197,261014,70.49,2024-03-27,2024-03-30,1,4,2,4.17
2663432,938521,273322,62.95,2024-10-07,2024-10-12,2,2,1,5.53
9003401,512461,245160,24.77,2024-02-23,2024-02-28,1,1,1,0.17
1218431,140937,202813,56.97,2024-01-31,2024-02-03,1,3,2,8.34
6574874,562958,275263,15.32,2024-01-11,2024-01-18,2,1,6,5.25
2504513,562958,221894,21.86,2024-03-15,2024-03-17,2,1,7,0.69
2967369,492904,232844,26.12,2024-04-20,2024-04-23,1,1,7,9.58
5161045,328815,261031,15.72,2024-03-08,2024-03-15,2,3,1,8.67
5346226,307937,245724,39.29,2024-02-01,2024-02-05,1,5,2,2.18
1276060,938521,297109,63.6,2024-02-25,2024-03-03,2,1,2,0.87
5023940,938521,217051,67.69,2025-07-29,2025-08-01,1,2,3,9.75
2980474,938521,231886,39.5,2024-01-02,2024-01-08,1,1,6,3.41
3296534,674253,246888,37.68,2024-07-14,2024-07-21,1,5,7,2.16
7322234,562958,202876,30.16,2024-05-08,2024-05-11,1,3,5,5.35
2856069,176588,289005,35.76,2024-04-03,2024-04-10,1,5,2,9.91
1328527,313802,249348,29.19,2024-02-12,2024-02-13,3,3,4,2.24
3984825,938521,246982,54.43,2024-02-05,2024-02-09,1,3,1,8.76
4906290,360610,201674,50.81,2024-06-05,2024-06-06,1,5,3,2.95
7102042,938521,202764,49.38,2024-03-25,2024-03-27,1,5,3,3.97
2412393,674253,219288,33.53,2024-01-01,2024-01-08,1,4,7,6.96
9622866,674253,224670,33.72,2024-01-07,2024-01-09,1,2,4,0.95
8529540,492904,228205,29.8,2024-01-29,2024-02-05,1,5,6,5.14
5289027,328815,270955,30.48,2024-01-26,2024-02-01,1,4,1,6.33
5120208,674253,251302,44.84,2024-07-21,2024-07-27,1,5,1,7.84
3136559,512461,290090,21.97,2024-06-25,2024-07-01,1,1,7,0.04
1562126,176588,267537,39.86,2025-02-12,2025-02-16,1,2,1,1.13
7612257,547239,276324,27.55,2024-01-26,2024-02-02,2,4,3,4.18
6506497,562958,261859,25.12,2024-04-02,2024-04-09,1,1,6,8.41
3060202,140937,214230,83.89,2024-01-18,2024-01-23,2,1,1,9.16
2476444,492904,227754,17.51,2024-03-10,2024-03-13,1,1,5,5.57
4088215,924197,265734,72.27,2024-05-07,2024-05-08,1,3,4,2.58
7423958,924197,290639,50.65,2024-06-05,2024-06-12,2,5,6,1.33
3771332,547239,226001,18.19,2024-05-01,2024-05-05,1,4,1,9.1
3448649,176588,231416,26.76,2025-03-19,2025-03-20,2,3,1,7.93
9752135,938521,258605,64.52,2024-01-20,2024-01-23,2,4,3,1.45
7069753,360610,204018,73.66,2024-04-18,2024-04-23,1,2,4,1.22
6471283,360610,242318,74.42,2024-04-10,2024-04-11,3,1,1,4.52
9216987,492904,219975,19.83,2024-02-23,2024-02-27,2,3,5,5.85
3769945,512461,296921,27.09,2024-03-28,2024-03-31,1,1,4,0.38
6100654,562958,202449,27.18,2024-01-04,2024-01-10,2,2,2,9.14
9018013,562958,244106,18.3,2024-01-07,2024-01-13,1,4,6,7.12
4744220,381632,227339,35.71,2024-02-17,2024-02-23,2,2,7,0.29
5896905,924197,249735,56.57,2024-03-08,2024-03-11,1,2,2,7.74
9441933,360610,237646,57.61,2024-02-07,2024-02-12,1,3,3,0.09
1166681,924197,279288,63.78,2024-04-04,2024-04-08,1,4,1,6.69
4135868,363028,220428,86.7,2024-04-01,2024-04-08,1,5,1,1.76
8184634,307937,241524,73.06,2024-03-08,2024-03-14,1,3,3,1.35
9208389,328815,290586,36.01,2024-04-23,2024-04-26,2,1,4,2.42
3468624,360610,276715,51.32,2024-05-26,2024-05-27,1,2,1,5.56
1732315,674253,226494,43.65,2024-05-30,2024-06-05,2,5,6,3.7
3196159,360610,212400,42.98,2024-06-23,2024-06-25,1,4,6,7.79
8683782,381632,293341,25.75,2024-07-21,2024-07-25,1,2,5,7.46
8467675,674253,242425,47.48,2024-07-02,2024-07-03,1,1,3,6.3
6163829,938521,233019,66.82,2024-03-29,2024-04-03,1,3,5,0.89
3145610,512461,226022,21.29,2024-02-19,2024-02-24,1,1,3,2.55
8806689,924197,257743,85.59,2024-04-24,2024-04-27,3,4,4,9.28
1830631,360610,213329,66.25,2024-08-31,2024-09-05,1,2,6,2.14
8139790,512461,263593,24.08,2024-01-30,2024-02-01,2,3,7,8.76
9477562,313802,255570,19.07,2024-07-10,2024-07-16,1,1,3,7.42
1916240,328815,238043,24.85,2024-02-23,2024-02-24,1,3,2,9.7
1443205,360610,215444,66.66,2024-04-10,2024-04-16,3,5,1,2.0
6116987,512461,250799,25.58,2024-03-23,2024-03-30,1,2,2,5.56
1071692,381632,233430,16.05,2024-02-28,2024-03-03,1,5,2,1.06
7390562,674253,210250,53.74,2024-06-07,2024-06-13,1,1,3,3.72
1407950,313802,271195,40.75,2024-07-19,2024-07-22,1,3,3,3.62
3127527,512461,216327,17.43,2024-01-05,2024-01-11,1,3,2,5.52
9889670,562958,275738,21.54,2024-04-27,2024-05-01,1,5,2,6.58
6850865,307937,216897,32.65,2024-03-02,2024-03-03,3,5,4,1.84
1009162,176588,224289,46.25,2024-11-28,2024-11-30,1,1,6,0.98
9882938,547239,299120,21.98,2024-04-08,2024-04-09,1,1,6,7.44
7265401,140937,289474,39.48,2024-01-29,2024-01-30,1,1,5,5.6
9128820,381632,264317,19.44,2024-04-19,2024-04-22,2,4,3,5.51
2545414,562958,255197,22.43,2025-01-06,2025-01-10,1,1,6,8.32
7624545,363028,285927,56.47,2025-04-20,2025-04-21,1,2,6,1.74
5571116,328815,261755,35.5,2024-11-04,2024-11-05,3,2,2,3.14
4817956,381632,219288,30.07,2024-02-03,2024-02-05,1,1,5,5.32
7243383,381632,239600,21.72,2025-01-12,2025-01-17,2,2,1,9.51
4628682,140937,203668,54.82,2024-01-06,2024-01-08,1,3,5,5.97
8363205,176588,285121,43.28,2024-05-08,2024-05-12,1,3,4,8.76
2793181,140937,293560,41.04,2024-08-23,2024-08-27,3,1,3,5.66
1780053,674253,293701,32.92,2024-06-14,2024-06-17,1,2,2,1.8
2259994,360610,277531,85.3,2024-02-21,2024-02-27,2,4,5,7.5
1930625,938521,227497,64.07,2024-02-24,2024-03-01,2,5,7,9.71
1917125,363028,201769,84.0,2024-03-04,2024-03-10,3,5,6,8.19
7414824,512461,233019,19.78,2024-09-20,2024-09-25,2,5,6,5.48
7444429,328815,299204,19.99,2024-12-19,2024-12-23,2,1,6,6.42
6814217,328815,284163,21.62,2024-02-02,2024-02-07,1,2,5,8.56
1211055,674253,271765,41.6,2024-02-05,2024-02-11,3,5,3,4.08
1687912,313802,274415,31.62,2024-02-19,2024-02-25,2,2,3,8.66
3842701,512461,209482,17.17,2024-01-08,2024-01-10,3,5,6,1.35
4590655,140937,260496,59.04,2024-05-07,2024-05-11,1,1,3,5.07
6505170,492904,204080,19.82,2024-04-07,2024-04-13,1,3,2,4.37
7342665,938521,246580,66.58,2024-02-03,2024-02-04,1,5,1,9.0
4507961,547239,279553,15.82,2024-02-04,2024-02-11,1,2,1,6.58
1208135,562958,244449,26.15,2024-07-28,2024-08-01,1,1,3,0.34
1391475,176588,270157,38.74,2024-01-20,2024-01-25,1,1,3,9.73
1625482,313802,257144,31.51,2024-01-20,2024-01-24,1,4,4,7.89
1260907,924197,247937,63.08,2025-09-01,2025-09-04,1,2,1,7.51
4731421,938521,294790,60.34,2024-02-22,2024-02-23,1,2,5,4.36
8626764,674253,233458,39.45,2024-08-05,2024-08-11,1,4,2,9.23
7474372,562958,210786,23.27,2024-03-31,2024-04-03,1,1,4,0.78
8082062,674253,293701,28.45,2024-05-19,2024-05-21,1,1,4,3.04
6876000,307937,210634,42.95,2024-02-19,2024-02-23,1,4,2,4.24
4327327,562958,208612,20.14,2024-07-01,2024-07-05,1,2,3,7.42
3637766,924197,252375,80.48,2024-01-05,2024-01-07,1,3,5,4.93
5735471,938521,232013,37.77,2024-01-23,2024-01-30,2,5,3,3.69
4417097,140937,203139,49.97,2024-11-03,2024-11-06,3,1,2,5.42
2654260,924197,296972,73.08,2024-02-19,2024-02-20,1,5,6,1.05
3416292,674253,261674,39.81,2024-02-25,2024-03-02,2,3,1,1.6
1839174,363028,214724,76.0,2024-12-27,2024-12-30,1,4,2,8.67
1236961,562958,234534,23.5,2025-05-18,2025-05-23,1,4,1,4.22
6254571,176588,246062,32.9,2024-01-10,2024-01-16,2,5,6,7.88
1599595,512461,244708,27.29,2024-04-13,2024-04-16,3,1,4,7.99
6704378,360610,210441,78.11,2024-06-05,2024-06-06,1,2,2,8.47
2022803,512461,272905,24.69,2024-01-02,2024-01-06,2,2,2,2.39
5798329,313802,284141,21.23,2024-01-08,2024-01-11,1,3,2,4.44
6727870,512461,223277,14.77,2024-02-11,2024-02-13,1,5,7,3.16
5782664,313802,225202,36.02,2024-06-23,2024-06-24,2,1,5,9.76
2803394,938521,210380,36.76,2024-05-28,2024-06-04,1,3,7,2.64
8362550,674253,284163,42.27,2024-01-05,2024-01-12,3,3,2,0.54
9876590,313802,207116,27.46,2024-04-30,2024-05-04,1,3,4,4.77
1165149,938521,263073,64.62,2025-01-10,2025-01-11,1,1,5,7.41
4143690,674253,251282,24.61,2024-05-19,2024-05-25,1,5,4,4.9
5915451,924197,235290,69.24,2024-01-19,2024-01-21,1,3,3,9.59
3704468,938521,205752,32.81,2024-06-04,2024-06-10,1,3,7,3.95
5509400,924197,295592,58.51,2026-12-01,2026-12-07,1,2,6,6.15
8776194,938521,228646,42.15,2024-08-15,2024-08-20,1,2,1,1.34
4479794,363028,212400,80.23,2024-07-20,2024-07-21,1,3,3,1.63
1130011,674253,247934,26.05,2024-02-06,2024-02-07,1,1,6,9.64
